Country Name,Year,Fixed broadband subscriptions,Fixed telephone subscriptions,GDP,Individuals using the Internet,Unemployment
Sao Tome and Principe,2017,0.00710934646,5569.0,322002845.2293353,0.299312292,0.13811
Suriname,2017,0.12120804680000001,89030.0,3591679430.999881,0.4894517397,0.07883
Slovak Republic,2017,0.2584141386,758842.0,95649966260.98016,0.8162566751999999,0.08141999999999999
Slovenia,2017,0.2868005597,739087.0,48589100043.095375,0.7888542636,0.06573000000000001
Sweden,2017,0.3832535476,2617672.0,541018749769.0971,0.9300626697,0.06718
Eswatini,2017,0.013498467069999999,36833.0,4402969225.921647,0.353,0.2483
Sint Maarten (Dutch part),2017,,,1353212122.9050279,,
Seychelles,2017,0.14950397799999998,19652.0,1675370641.0141618,0.5876981124,
Syrian Arab Republic,2017,0.07496402246,2726193.0,16369843341.386547,0.327,0.1367
Turks and Caicos Islands,2017,,,1028941663.2,,
Chad,2017,2.194104e-05,8664.0,10000394381.017702,0.07400000000000001,0.011160000000000002
East Asia & Pacific (IDA & IBRD countries),2017,0.20615804761026285,232283010.0,14862823962899.414,0.5005697939068797,0.03931932688664347
Europe & Central Asia (IDA & IBRD countries),2017,0.17400906947394565,85776145.0,3909728235465.927,0.6701010780433042,0.07024139371709803
Togo,2017,0.0064371984800000006,36111.0,6387422517.692251,0.12360224970000001,0.03744
Thailand,2017,0.1157716242,9955000.0,456356813536.7637,0.5289192934,0.0083
Tajikistan,2017,0.00067222936,479000.0,7536402852.858016,0.21960000000000002,0.069
Turkmenistan,2017,0.01260542428,682000.0,37926285714.28571,0.2125099741,0.04045
Latin America & the Caribbean (IDA & IBRD countries),2017,0.12263433425973312,102900160.0,5631949735822.712,0.6024810749548386,0.08152074114166837
Timor-Leste,2017,0.0026913656699999997,2381.0,1598208400.0,0.242,0.04212
Middle East & North Africa (IDA & IBRD countries),2017,0.06817968306673118,54967044.0,1480563802249.524,0.4844783980914001,0.1258401052279819
Tonga,2017,0.028458947970000002,14697.0,460374354.8472466,0.462,0.021320000000000002
South Asia (IDA & IBRD),2017,0.016086728773875507,30507486.0,3433921312241.1235,0.1801222168249205,0.06954803489472916
Sub-Saharan Africa (IDA & IBRD countries),2017,0.004130704449004383,10878347.0,1625855640496.8088,0.21270232902009517,0.060446244692085
Trinidad and Tobago,2017,0.2210026058,257445.0,24040299977.874477,0.706,0.03385
Tunisia,2017,0.06788205302,1113168.0,42163530590.9462,0.5550015506,0.1533
Turkiye,2017,0.1452665401,11308444.0,858988492853.742,0.6468461768,0.10919000000000001
Tuvalu,2017,0.04155892132,2000.0,45276595.353314556,0.35200000000000004,
Tanzania,2017,0.013568620430000001,127094.0,53274884532.78861,0.1599999943,0.02313
Uganda,2017,,262286.0,30744473841.42399,0.059000000000000004,0.03643
Ukraine,2017,0.1235354321,7186579.0,112090505081.73862,0.5888947945,0.095
Upper middle income,2017,0.1916470654513188,393912983.0,21837271216675.93,0.5427419047077326,0.0598707050154594
Uruguay,2017,0.2785579452,1136977.0,65006047680.322495,0.703223544,0.0789
United States,2017,0.3280863472,116297000.0,19612102000000.0,0.8727488916999999,0.043550000000000005
Uzbekistan,2017,0.1039329822,3444330.0,62081322740.01623,0.4869999885,0.0583
St. Vincent and the Grenadines,2017,0.18259938609999998,20092.0,844040740.7407407,0.537,0.18988
"Venezuela, RB",2017,0.08532513347,5928714.0,,0.616,0.05045
British Virgin Islands,2017,0.1664337991,9544.0,,0.7770426829,
Virgin Islands (U.S.),2017,,,3794000000.0,0.6437749429999999,0.11955
Viet Nam,2017,0.1198507997,4385427.0,281353605986.90344,0.5814,0.01874
Vanuatu,2017,,4511.0,880061833.6903408,0.308,0.05288
World,2017,0.13663725445172864,983845706.0,81550955754739.22,0.45543073180761695,0.05916141419992051
Samoa,2017,0.008149111399999999,8454.0,884844384.4632136,0.39399999999999996,0.094
Kosovo,2017,,,7180764703.357184,0.8389359681,
"Yemen, Rep.",2017,0.012286049830000001,1190000.0,26842229044.584846,0.2671835477,0.18564
South Africa,2017,0.01982989099,4810074.0,381448814653.4564,0.5616739447,0.23992000000000002
Zambia,2017,0.00207607168,101444.0,25873601260.835304,0.122,0.08518
Zimbabwe,2017,0.012698035219999999,264150.0,17584890936.652306,0.244,0.06347
Aruba,2018,,,3276184357.541899,,
Africa Eastern and Southern,2018,0.006918192365050314,5362000.0,1012719339457.7202,0.20063024259552645,0.07068440099546072
Afghanistan,2018,0.0004360971,127794.0,18053222687.412624,0.168,0.11205999999999999
Africa Western and Central,2018,0.002697597053167437,2531706.0,768189587833.6237,0.3208933701720765,0.042241672137320545
Angola,2018,0.00350331381,171858.0,79450688259.36636,0.29,0.16599
Albania,2018,0.1258065223,248631.0,15156424015.197748,0.654,0.12304
Andorra,2018,0.47542425979999997,39375.0,3218419896.9641023,,
Arab World,2018,0.07422134106125566,32595146.0,2865543585777.9526,0.5319819117180069,0.10598600759648737
United Arab Emirates,2018,0.33090905309999996,2341392.0,427049432157.9306,0.9845000178,0.02236
Argentina,2018,0.19078966269999997,9764014.0,524819892360.1758,0.777,0.09221
Armenia,2018,0.12248934179999998,477932.0,12457940694.73953,0.6824505225999999,0.13212
American Samoa,2018,,,639000000.0,,
Antigua and Barbuda,2018,,,1661529629.6296296,,
Australia,2018,0.3373729294,8200000.0,1429733668185.9053,0.9,0.053
Austria,2018,0.2851871023,3735346.0,454991174096.1016,0.8747913723,0.04933
Azerbaijan,2018,0.1862505691,1681407.0,47112470051.77007,0.7979999549,0.049
Burundi,2018,0.00034236826,24810.0,2667182199.51333,0.027000000000000003,0.01157
Belgium,2018,0.39331897120000003,4106864.0,543299066998.90155,0.8864734300000001,0.059480000000000005
Benin,2018,0.0022640246,48508.0,14262408089.926104,0.19,0.01473
Burkina Faso,2018,0.00067759465,76760.0,15890066221.288244,0.085,0.046950000000000006
Bangladesh,2018,0.049197790049999995,1449646.0,321362751137.57434,0.23440000000000003,0.04532
Bulgaria,2018,0.2675046657,1120392.0,66370132238.3914,0.6478201069,0.05212
Bahrain,2018,0.08492745438,274733.0,37802005319.14893,0.9864467258,0.01202
"Bahamas, The",2018,0.2020571975,113455.0,12615800000.0,0.83,0.1
Bosnia and Herzegovina,2018,0.2106878886,740807.0,20484053868.92458,0.7012013504,0.184
Belarus,2018,0.33020417360000004,4488796.0,60031173807.719635,0.7912988669000001,0.04763
Belize,2018,0.06453858757,20869.0,2292787335.624515,0.498,0.07899
Bermuda,2018,,,7225977000.0,,
Bolivia,2018,0.04343078538,711961.0,40287647930.53545,0.442861422,0.03519
Brazil,2018,0.1486106983,38311924.0,1916933898038.3572,0.7043428253999999,0.1233
Barbados,2018,0.31942736190000004,128043.0,5128345200.0,0.8248000000000001,0.08321999999999999
Brunei Darussalam,2018,0.11387280840000001,82588.0,13566937673.796574,0.95,0.087
Bhutan,2018,0.01417406731,22015.0,2583335723.321254,0.635,0.0335
Botswana,2018,0.01633510211,142481.0,17031943186.13526,0.58,0.19679
Central African Republic,2018,0.00011933783,2193.0,2220979146.1124053,0.051,0.05896
Canada,2018,0.39005013980000003,13842000.0,1725329192783.024,0.9464,0.05837
Central Europe and the Baltics,2018,0.2529033056876228,19787412.0,1649014249607.3076,0.7597685062291483,0.043155855473278104
Switzerland,2018,0.4561522234,3331277.0,725568717468.0009,0.9179999999999999,0.04713
Channel Islands,2018,,,9940766574.08511,,0.06324
Chile,2018,0.1738307992,2997192.0,295857562991.70905,0.8490000000000001,0.07647
China,2018,0.2874820248,192085000.0,13894907857880.576,0.5920000000000001,0.0431
Cote d'Ivoire,2018,0.00690037196,302398.0,58522477786.68885,0.3754653613,0.02851
Cameroon,2018,0.015784064820000002,902253.0,39955552189.79499,0.297,0.03619
"Congo, Dem. Rep.",2018,5.305018e-05,0.0,47568210009.81716,0.11699999999999999,0.04661
"Congo, Rep.",2018,,,14773900277.922077,,0.20937999999999998
Colombia,2018,0.1355307402,6973573.0,334198218098.2756,0.6412637682000001,0.09359999999999999
Comoros,2018,0.00197214014,10320.0,1188797449.3858447,,0.050179999999999995
Cabo Verde,2018,0.027410618310000003,62680.0,2205099506.9999404,0.595,0.1217
Costa Rica,2018,0.16560762780000002,767835.0,62420164991.537445,0.7347972844,0.0901
Caribbean small states,2018,0.17429998845108124,447801.0,36225416548.20062,0.6472671837391752,0.11174961387924606
Cuba,2018,0.008724918,1384173.0,100050036096.123,0.6267892362,0.017
Curacao,2018,0.2806162774,58805.0,3046364804.4692736,,
Cayman Islands,2018,,,5530178498.907827,,
Cyprus,2018,0.3581082315,311559.0,25597301190.92315,0.8443358252000001,0.08503999999999999
Czechia,2018,0.3059287625,1511942.0,249000540729.17868,0.8068816754,0.02246
Germany,2018,0.41198304210000003,42500000.0,3974443355019.605,0.8703711208999999,0.03384
Djibouti,2018,0.02412793062,36855.0,2913466732.1250725,0.58,0.2618
Dominica,2018,0.16257430500000003,2798.0,554770370.3703704,,
Denmark,2018,0.4397506644,1121906.0,356841216410.0677,0.9731920436999999,0.05131
Dominican Republic,2018,0.07994274318,1278188.0,85555390139.11797,0.7482204835999999,0.058609999999999995
Algeria,2018,0.07315146536,4200919.0,194554483655.52774,0.49038468080000003,0.1215
East Asia & Pacific (excluding high income),2018,0.21491235849986473,224851161.0,16640354816152.096,0.5575395573122947,0.03808429779663946
Early-demographic dividend,2018,0.04145969094490365,166420692.0,11524427704062.705,0.3275021760805577,0.06714422392388168
East Asia & Pacific,2018,0.22792821979244846,343141568.0,26487859556590.766,0.5943157767416813,0.037502772539973334
Europe & Central Asia (excluding high income),2018,0.15349125465034588,37931174.0,1459981302399.6614,0.6781002744034399,0.08491224181737472
Europe & Central Asia,2018,0.28206927769872797,274261413.0,23188735732226.203,0.7891555825941456,0.06833782090240652
Ecuador,2018,0.11481221550000001,2360581.0,107478962000.0,0.575,0.0353
"Egypt, Arab Rep.",2018,0.06385552487,7865286.0,262588632526.73044,0.46924336769999997,0.09855
Euro area,2018,0.3698090436552012,151554279.0,13761117139592.865,0.8290899082570692,0.08158201190602807
Eritrea,2018,,,,,0.05758
Spain,2018,0.32434903519999997,19762671.0,1421702715218.038,0.8610723552999999,0.15255000000000002
Estonia,2018,0.333678983,345690.0,30624720196.228996,0.8935700777,0.05412
Ethiopia,2018,,,84269196625.8784,0.159,0.02825
European Union,2018,0.34750063209718335,170787408.0,15981445869808.93,0.8174182058308032,0.07251861970039687
Fragile and conflict affected situations,2018,0.020829264225421053,21036896.0,1735183810120.2512,0.26977403804546163,0.05874516732468919
Finland,2018,0.3149328769,323000.0,275708001767.84296,0.8888996,0.07361
Fiji,2018,0.02078028631,56278.0,5581425327.443973,0.6890000000000001,0.0434
France,2018,0.4527223455,38132000.0,2790956878746.6646,0.8204318678,0.09018000000000001
Faroe Islands,2018,0.356805024,17188.0,3188600927.4668827,,
"Micronesia, Fed. Sts.",2018,,,392000000.0,,
Gabon,2018,0.009619472890000001,21818.0,16867326389.870382,0.596,0.20501999999999998
United Kingdom,2018,0.4002094261,31511000.0,2871340347581.7856,0.9069200899000001,0.03996
Georgia,2018,0.2272619671,604848.0,17902544880.64707,0.6271790819999999,0.12667
Ghana,2018,0.0019846688600000002,278379.0,67298914624.372314,0.43,0.03251
Gibraltar,2018,0.5813219799,17671.0,,,
Guinea,2018,9.661594000000001e-05,0.0,11857030367.244081,0.21830023040000002,0.04771
"Gambia, The",2018,0.0018131502299999999,44000.0,1670671327.8165143,0.255,0.04127
Guinea-Bissau,2018,0.0006254691699999999,0.0,1554133593.9169855,0.157,0.03196
Equatorial Guinea,2018,0.0010784958599999999,10848.0,13097012133.615946,,0.08256000000000001
Greece,2018,0.37259131009999996,5114735.0,212049447242.1112,0.7223837339000001,0.19179
Grenada,2018,0.2214990397,22542.0,1166514814.8148148,0.614,
Greenland,2018,0.2412257961,8060.0,3055782146.15957,,
Guatemala,2018,,2436093.0,73328365862.43286,0.415,0.02283
Guam,2018,,,6051000000.0,,0.05447
Guyana,2018,,,4787636997.853427,,0.14019
High income,2018,0.32282865009443573,498026817.0,56684556889445.766,0.8617027511669332,0.05084239379364125
"Hong Kong SAR, China",2018,0.362849568,4196061.0,361731070995.72626,0.9050739533,0.028050000000000002
Honduras,2018,0.03623674416,532004.0,24067750760.49897,0.3604006082,0.05622
Heavily indebted poor countries (HIPC),2018,0.0054574408758872,4718275.0,774607047567.8479,0.18541941983180266,0.04428701827675846
Croatia,2018,0.2710239311,1355662.0,61861145806.268745,0.7529462599,0.08432
Haiti,2018,0.00282408382,5922.0,16403864617.84576,0.3247362713,0.13937
Hungary,2018,0.3149996144,3079730.0,160565642983.58676,0.7607436063999999,0.03709
IBRD only,2018,0.1363753915626792,475515256.0,30579316565085.14,0.48408926918397394,0.06251042285264831
IDA & IBRD total,2018,0.10825737278205257,496656989.0,32964096579686.03,0.42183144772521897,0.059027507583663236
IDA total,2018,0.01555689538951648,21141733.0,2384804805111.0737,0.23258695196331908,0.046699564528572095
IDA blend,2018,0.013763509583444227,8040114.0,1056914447272.3889,0.27803474156811225,0.04818347320094684
Indonesia,2018,0.03322807092,8303511.0,1042271532988.6317,0.3990463864,0.04386999999999999
IDA only,2018,0.01663797523702157,13101619.0,1327890357838.684,0.2083410146859813,0.04603106628391157
Isle of Man,2018,,,7491649455.927165,,
India,2018,0.0132724296,21868192.0,2702929641648.14,0.2008130004,0.07652
Not classified,2018,,,,,
Ireland,2018,0.2958233383,1828617.0,386693357874.0562,0.8700014011,0.057409999999999996
"Iran, Islamic Rep.",2018,0.1145413484,30481734.0,329691934142.938,0.7020056499999999,0.12195
Iraq,2018,0.1106738243,2705028.0,227367469034.03085,0.33899999999999997,0.13509000000000002
Iceland,2018,0.3909634902,124975.0,26260850582.06868,0.9901095399000001,0.02704
Israel,2018,0.2879447638,3200000.0,376691526553.27637,0.8373315696,0.039169999999999996
Italy,2018,0.28655041529999997,20396603.0,2091932426266.979,0.7438718292000001,0.1061
Jamaica,2018,0.1012705226,363820.0,15730792876.265558,0.6821451709,0.0547
Jordan,2018,0.03820278386,369145.0,43370860704.22536,0.652,0.18257
Japan,2018,0.3286682379,63442828.0,5040880939324.859,0.8874635089,0.02467
Kazakhstan,2018,0.13276981640000002,3206100.0,179339977690.48486,0.7890391906,0.048499999999999995
Kenya,2018,0.0074369054700000005,65644.0,92202979985.2863,0.195,0.042839999999999996
Kyrgyz Republic,2018,0.040268697939999994,331140.0,8271106235.415524,0.5710000000000001,0.03673
Cambodia,2018,0.01037114082,88157.0,24571753583.393467,,0.0013
Kiribati,2018,0.00071158659,0.0,233859230.19219792,0.329863863,
St. Kitts and Nevis,2018,0.3429785809,15620.0,1076548148.148148,,
"Korea, Rep.",2018,0.41190276509999996,25906849.0,1725373496825.426,0.9602285958,0.038239999999999996
Kuwait,2018,0.024048309259999998,515542.0,138202535962.40082,0.9959884959,0.02198
Latin America & Caribbean (excluding high income),2018,0.1311111901935096,91168043.0,4870399271215.6045,0.6276078638517655,0.08090596535668772
Lao PDR,2018,0.00638690523,1482276.0,18141641089.796326,0.363,0.02896
Lebanon,2018,,893529.0,54901519155.55556,0.809,0.10740999999999999
Liberia,2018,,,3422754800.0,0.18899999999999997,0.03057
Libya,2018,,,76686029772.14833,,0.18835999999999997
St. Lucia,2018,0.1813781705,36469.0,2060955555.5555553,0.715,0.19329000000000002
Latin America & Caribbean,2018,0.1318403584679419,102939292.0,5742638741431.276,0.6360415227732852,0.07953043893209455
Least developed countries: UN classification,2018,0.013718770079703511,6232446.0,1090417461003.2313,0.18459294070808963,0.04951267477953964
Low income,2018,,3748526.0,418228093932.9722,0.1415525955744929,0.050129580388082406
Liechtenstein,2018,0.4377046175,15243.0,6692620691.841458,,
Sri Lanka,2018,0.07155987917000001,2473875.0,94493871200.78688,0.469,0.043179999999999996
Lower middle income,2018,0.02324932647533196,61480496.0,5979736767522.211,0.27845453761614686,0.06144584757513611
Low & middle income,2018,0.10363917613179442,444781565.0,29703722066967.906,0.4078419668993019,0.0592839217387876
Lesotho,2018,0.00262190875,8328.0,2556247291.9978547,0.408,0.16637000000000002
Late-demographic dividend,2018,0.23810010350283153,328153194.0,22623622462864.816,0.6398281508910703,0.05045782132207426
Lithuania,2018,0.2742377947,427066.0,53751411409.444664,0.7972258277000001,0.061470000000000004
Luxembourg,2018,0.36896726999999996,273530.0,71000359760.46112,0.9706129871,0.05585
Latvia,2018,0.2717435667,266214.0,34429023435.02115,0.8357717486,0.07412
"Macao SAR, China",2018,0.2965586314,123469.0,55190661339.77958,0.8379408961,0.018340000000000002
St. Martin (French part),2018,,,,,
Morocco,2018,0.04309292493,2199140.0,127341147581.81831,0.6480386519,0.09282
Monaco,2018,0.5315833536,43374.0,7182444409.540691,,
Moldova,2018,0.1983346049,1108200.0,11252353420.879784,0.503,0.012390000000000002
Madagascar,2018,0.00101357564,69046.0,13760033282.292511,0.087,0.02289
Maldives,2018,0.09677228345,18754.0,5404344162.698884,0.7090000000000001,0.049589999999999995
Middle East & North Africa,2018,0.09379732699437458,66250315.0,3538057099135.2183,0.6022583848173815,0.10403480941075864
Mexico,2018,0.1480392571,21647073.0,1256300182879.7263,0.566595668,0.03275
Marshall Islands,2018,,,219430038.45214802,,
Middle income,2018,0.11067566375267697,441033039.0,29284043921765.36,0.4333057774770567,0.06015355481613135
North Macedonia,2018,0.2024915176,382901.0,12683068114.23885,0.7916775518999999,0.21208
Mali,2018,0.006066629479999999,228097.0,17070867589.905489,0.214,0.016200000000000003
Malta,2018,0.39023283820000004,255437.0,15404393365.207321,0.8165804429000001,0.03665
Myanmar,2018,0.00245034682,520863.0,67860515989.517044,0.287,0.00767
Middle East & North Africa (excluding high income),2018,0.07522176169333344,53263392.0,1421482666869.7126,0.542237870838703,0.12263599606296523
Montenegro,2018,0.25184534129999997,172880.0,5506942238.356679,0.7151710049000001,0.1519
Mongolia,2018,0.09677903635,369853.0,13178094720.498564,0.4713000188,0.05377
Northern Mariana Islands,2018,,,1301000000.0,,
Mozambique,2018,0.00238384621,63006.0,15017359042.446373,0.109,0.036019999999999996
Mauritania,2018,0.00309643919,59959.0,7473550557.073785,0.35100000000000003,0.10438
Mauritius,2018,0.2120611619,434300.0,14735695930.972702,0.585961697,0.06427
Malawi,2018,0.00061836195,14992.0,9880675785.93057,0.08,0.05003
Malaysia,2018,0.08321174880999999,7429000.0,358788845712.5297,0.8120104861999999,0.033
North America,2018,0.33913863972377145,124175000.0,22389071169783.023,0.8911497116393747,0.04108738076370304
Namibia,2018,0.026126500620000003,141771.0,13682018827.04337,0.4,0.19877
New Caledonia,2018,,,9896402283.685873,,0.11702
Niger,2018,,,12837307496.882084,,0.0054600000000000004
Nigeria,2018,0.00037283072,140491.0,421739251509.0796,0.387,0.05065
Nicaragua,2018,0.02927665974,325821.0,13025239912.27514,0.376,0.052000000000000005
Netherlands,2018,0.4284786535,5900000.0,914043438179.6072,0.9189189189,0.03831
Norway,2018,0.4152349633,565316.0,439788625883.79956,0.9649165798999999,0.038
Nepal,2018,0.02778156246,799368.0,33111525237.14897,0.28600000000000003,0.1063
Nauru,2018,,0.0,130995566.30390972,,
New Zealand,2018,0.3405241596,1073000.0,211846555690.7363,0.89,0.04335
OECD members,2018,0.31047964921839627,469633737.0,53525975116832.07,0.8239164923103693,0.05469515082084013
Oman,2018,0.09171272567000001,560326.0,91505851755.52666,0.855,0.018000000000000002
Other small states,2018,0.13883702274094284,2241216.0,193850030853.8867,0.6825772927097887,0.07842841228606078
Pakistan,2018,0.00984082486,2934735.0,356128166704.921,0.1534,0.040830000000000005
Panama,2018,0.1296967724,728379.0,67294169200.00001,0.6180553132,0.05218
Peru,2018,0.08018098653,2888595.0,222597009739.23532,0.5505433424,0.03492
Philippines,2018,0.034894810879999995,4132435.0,346841896583.5147,0.441,0.02338
Palau,2018,,,288160980.22460896,,
Papua New Guinea,2018,,,24109780708.02678,,0.02604
Poland,2018,0.2038194506,6575246.0,588779796423.6954,0.7754173454,0.03846
Pre-demographic dividend,2018,0.008501909658510682,5942004.0,1353360006187.6426,0.22673161687301385,0.05458514755174081
Puerto Rico,2018,0.18348226669999998,703266.0,100958100000.0,0.7085639974,0.092
"Korea, Dem. People's Rep.",2018,,,,,0.027839999999999997
Portugal,2018,0.3678080358,5073815.0,242313116577.9669,0.7466096815000001,0.06994
Paraguay,2018,0.04977241575,302754.0,40225448340.632164,0.6499354302,0.062169999999999996
West Bank and Gaza,2018,0.07486892294,469741.0,16276600000.0,0.6439999371,0.26256
Pacific island small states,2018,0.012346689768951279,82559.0,10791457053.208267,,0.03491636251495055
Post-demographic dividend,2018,0.3440968026928228,434419252.0,50504305917292.36,0.8597993558974809,0.05288253035192234
French Polynesia,2018,0.20090320760000002,90278.0,6135116253.334518,,0.11553000000000001
Qatar,2018,0.09683120735999999,452088.0,183334953818.6813,0.9965284913000001,0.0011
Romania,2018,0.2595841449,3660000.0,243316029944.05597,0.7068127793,0.041870000000000004
Russian Federation,2018,0.220008863,30108289.0,1657328773461.3062,0.8086472187,0.04846
Rwanda,2018,0.00059855689,12960.0,9637904552.51428,0.192,0.10759
South Asia,2018,0.016732747405533793,29694379.0,3534066858502.004,0.2022645890701995,0.07008804790118832
Saudi Arabia,2018,0.19480972900000001,5387405.0,846583733333.3334,0.9331000185,0.060289999999999996
Sudan,2018,0.0007464929200000001,136923.0,32333780383.29238,0.24600000000000002,0.12605
Senegal,2018,0.00833520119,302243.0,23116701556.138107,0.353,0.03567
Singapore,2018,0.2568734633,2001000.0,376892697588.00507,0.8816563603,0.03613
Solomon Islands,2018,0.0022571137799999997,7430.0,1615478393.2861407,,0.0072299999999999994
Sierra Leone,2018,,4352.0,4085114387.556054,0.158,0.03193
El Salvador,2018,0.07843183179,923029.0,26020850000.0,0.43799999999999994,0.040060000000000005
San Marino,2018,0.317894367,16500.0,1655354303.8699796,,
Somalia,2018,,74800.0,8278212314.40466,,0.18783000000000002
Serbia,2018,0.22289095379999999,2574691.0,50640662859.498726,0.7336070915,0.12733
Sub-Saharan Africa (excluding high income),2018,0.004969317538692747,7873416.0,1779124613364.5762,0.24820795560502865,0.060175402017133575
South Sudan,2018,1.9239409999999998e-05,0.0,,0.048,0.12918
Sub-Saharan Africa,2018,0.004991104986394005,7893706.0,1780908927291.3442,0.2482527019758937,0.060175402017133575
Small states,2018,0.12869817366679895,2771576.0,240866904455.2956,0.6670854198970864,0.07854575437997607
Sao Tome and Principe,2018,0.00736713604,5299.0,383717327.8305078,0.30081,0.13878000000000001
Suriname,2018,0.12325126239999999,88098.0,3996198866.574535,0.5379999999999999,0.07685
Slovak Republic,2018,0.2767751608,722704.0,106137924015.59286,0.8044892248,0.06544
Slovenia,2018,0.2909625419,722766.0,54177882425.8431,0.7974997659999999,0.05116
Sweden,2018,0.3879130488,2163913.0,555455371487.0894,0.8924696316,0.06365
Eswatini,2018,0.018847356319999998,44135.0,4666598024.184108,0.43700000000000006,0.26983
Sint Maarten (Dutch part),2018,,,1259200446.9273744,,
Seychelles,2018,0.19096807980000002,20290.0,1784313926.768066,0.701,
Syrian Arab Republic,2018,0.06872478045000001,2740000.0,21497782880.748817,0.33770000000000006,0.13554
Turks and Caicos Islands,2018,,,1128749004.5304,,
Chad,2018,2.140448e-05,9036.0,11239167898.339537,0.08,0.01135
East Asia & Pacific (IDA & IBRD countries),2018,0.2149123584998648,224851161.0,16619890220308.834,0.5575395573122947,0.03822722256652296
Europe & Central Asia (IDA & IBRD countries),2018,0.18692622447563384,80750763.0,4077637180273.379,0.731000432935342,0.0657428940750591
Togo,2018,0.0032505335400000003,37691.0,7029300383.080308,0.155,0.02903
Thailand,2018,0.1291899896,6059000.0,506754208404.4847,0.5681748093,0.00766
Tajikistan,2018,,,7764999999.453624,,0.06898
Turkmenistan,2018,0.018804741780000002,744867.0,40765428571.42857,,0.040510000000000004
Latin America & the Caribbean (IDA & IBRD countries),2018,0.13376326433306135,100673329.0,5506072829643.661,0.6356804010130258,0.08057970239481906
Timor-Leste,2018,5.547433e-05,2206.0,1566157200.0,0.276,0.03732
Middle East & North Africa (IDA & IBRD countries),2018,0.07522625957266045,52793651.0,1405206066869.7126,0.5408502883004259,0.12118390151057175
Tonga,2018,0.02395625297,14697.0,488906838.5948662,0.534,0.022480000000000003
South Asia (IDA & IBRD),2018,0.016732747405533793,29694379.0,3534066858502.004,0.2022645890701995,0.07008804790118832
Sub-Saharan Africa (IDA & IBRD countries),2018,0.004991104986394007,7893706.0,1780908927291.344,0.24825270197589366,0.06017540201713357
Trinidad and Tobago,2018,0.2274193881,319401.0,24569079488.391327,,0.0349
Tunisia,2018,0.08497506336,1302015.0,42686580020.83218,0.6419081023,0.15459
Turkiye,2018,0.1619048265,11633461.0,778972199727.8585,0.7104276084,0.10955999999999999
Tuvalu,2018,,,48015259.87513561,,
Tanzania,2018,0.01482574337,124238.0,57003712892.08581,0.171,0.024089999999999997
Uganda,2018,,82066.0,32927025619.679546,0.06,0.0342
Ukraine,2018,0.1280325605,6074255.0,130891088293.54999,0.6255315539,0.08799
Upper middle income,2018,0.20089767911340423,379552543.0,23304307154243.156,0.5919434719372618,0.059147264184904576
Uruguay,2018,0.285199306,1153533.0,65344408987.196465,0.8072684288,0.08336
United States,2018,0.3334617561,110333000.0,20656516000000.0,0.8849890317000001,0.03896
Uzbekistan,2018,0.12707432600000002,3460258.0,52870108214.67422,0.5520000067,0.05391
St. Vincent and the Grenadines,2018,0.2337860942,19907.0,884329629.6296296,0.56,0.18968
"Venezuela, RB",2018,0.08732677202,5547291.0,,,0.05463
British Virgin Islands,2018,0.1554310203,6264.0,,,
Virgin Islands (U.S.),2018,,,3923000000.0,,0.12137
Viet Nam,2018,0.13690715620000002,4296301.0,310106478394.6589,0.6984792867999999,0.01161
Vanuatu,2018,,4154.0,914736985.4309444,0.395,0.053259999999999995
World,2018,0.1446323795317055,948355673.0,86686870786621.52,0.49157563210755384,0.057563979032221935
Samoa,2018,0.00806863105,,878448433.4043417,0.491,0.09512000000000001
Kosovo,2018,,,7878759714.823217,0.8944303197000001,
"Yemen, Rep.",2018,0.012547046550000001,,21606160663.03177,,0.17643999999999999
South Africa,2018,0.01930624428,3345440.0,405260723892.51685,0.624,0.24218
Zambia,2018,0.00404958698,100444.0,26311507273.67354,0.142999971,0.050309999999999994
Zimbabwe,2018,0.01349013539,268849.0,34156069918.06094,0.25,0.06792
Aruba,2019,0.1785009677,35000.0,3395798882.6815643,,
Africa Eastern and Southern,2019,0.006202414028983937,5322696.0,1006527294483.0852,0.2258959070843879,0.07244669879697249
Afghanistan,2019,0.00052113481,134636.0,18799444490.11278,0.17600000000000002,0.11224
Africa Western and Central,2019,0.0026967076613704116,2431126.0,823933630796.516,0.35276447932533067,0.042479439385112186
Angola,2019,0.00368021006,124726.0,70897962732.02774,0.3212939197,0.16497
Albania,2019,0.15177787269999998,242859.0,15401826127.253857,0.6855039112,0.11466
Andorra,2019,0.47624536630000003,39657.0,3155149347.806392,0.9071866532999999,
Arab World,2019,0.07488303144989605,37116422.0,2898668715645.555,0.607310291575392,0.1014133061017183
United Arab Emirates,2019,0.33066331060000004,2362602.0,417989721742.6821,0.9914999795999999,0.02331
Argentina,2019,0.1965153383,7757243.0,447754683615.22455,0.7994695203000001,0.09843
Armenia,2019,0.1367452764,451571.0,13619290539.211607,0.6654394969,0.122
American Samoa,2019,,10000.0,647000000.0,,
Antigua and Barbuda,2019,0.08684701898,27000.0,1725351851.8518517,0.9570763132000001,
Australia,2019,0.34714441710000005,6200000.0,1394671325960.568,0.9360991916,0.05159
Austria,2019,0.2836618265,3722128.0,444596155845.2542,0.8775220478999999,0.045599999999999995
Azerbaijan,2019,0.1898817454,1673211.0,48174235294.117645,0.8109999907,0.05
Burundi,2019,0.00032766763,20936.0,2576518879.823531,0.027314433880000002,0.01053
